utc_time,temperature,humidity,precipitation,wind_speed,weather_main
2025-09-11 06:00:05,21.27,71,0,1.46,Clouds
2025-09-11 12:00:02,23.21,69,0,2.16,Clouds
2025-09-11 18:00:00,19.12,87,0.79,1.93,Rain
2025-09-12 00:00:06,18.01,86,0,2.24,Clear
2025-09-12 06:00:02,21.06,75,0,2.37,Clouds
2025-09-12 12:00:08,23.92,64,0,1.38,Clouds
2025-09-12 18:00:04,19.28,83,0,1.72,Clear
2025-09-13 00:00:10,17.95,81,0,2.08,Clouds
2025-09-13 06:00:05,20.86,75,0.15,2.1,Rain
2025-09-13 12:00:00,24.3,64,0.12,1.7,Rain
2025-09-13 18:00:07,18.6,85,0,2.48,Clear
2025-09-14 00:00:03,17.33,77,0,3.02,Clear
2025-09-14 06:00:09,21.53,60,0,3.15,Clear
2025-09-14 12:00:06,24.56,58,0,2.67,Clear
2025-09-14 18:00:01,19.54,79,0,2.09,Clear
2025-09-15 00:00:06,18.26,69,0,1.93,Clear
2025-09-15 06:00:01,21.76,54,0,0.66,Clear
2025-09-15 12:00:08,24.63,62,0,3.71,Clear
2025-09-15 18:00:09,19.74,78,0,2.17,Clear
2025-09-16 00:00:01,17.6,80,0,2.26,Clear
2025-09-16 06:00:01,21.33,62,0,2.5,Clouds
2025-09-16 12:00:08,23.79,65,0,2.96,Clouds
2025-09-16 18:00:46,18.44,81,0,2.46,Clear
2025-09-17,17.33,78,0.34,2.89,Rain
2025-09-17 06:00:06,20.15,71,0,4,Clouds
2025-09-17 12:00:03,24.04,59,0,1.88,Clear
2025-09-17 18:00:01,19.54,75,0,2.03,Clouds
2025-09-18 00:00:09,19.77,54,0,1.72,Clouds
2025-09-18 06:00:05,22.25,48,0,0.69,Clouds
2025-09-18 12:00:01,23.99,63,0,4.86,Clouds
2025-09-18 18:00:09,17.03,90,2.19,4.23,Rain
2025-09-19 00:00:05,15.38,94,1.59,3.36,Rain
2025-09-19 06:00:00,17.79,78,0.44,3.12,Rain
2025-09-19 12:00:07,17.59,87,3.42,2.84,Rain
2025-09-19 18:00:01,15.65,87,0,3.55,Clouds
2025-09-20 00:00:07,14.16,85,0,2.52,Clouds
2025-09-20 06:00:02,17.99,70,0,0.96,Clear
2025-09-20 12:00:08,20.71,66,0,1.6,Clouds
2025-09-20 18:00:03,16.61,87,0.87,3.32,Rain
2025-09-21 00:00:09,14.17,80,0,2.89,Clouds
2025-09-21 06:00:07,18.15,62,0,3.17,Clear
2025-09-21 12:00:03,20.94,63,0,6.66,Clouds
2025-09-21 18:00:02,16.49,80,0,3.87,Clouds
2025-09-22 00:00:07,14.39,68,0,2.64,Clouds
2025-09-22 06:00:01,18.97,56,0,0.66,Clear
2025-09-22 12:00:09,22.09,55,0,3.2,Clear
2025-09-22 18:00:06,17.72,70,0,2.44,Clear
2025-09-23 00:00:09,16.65,59,0,2.05,Clear
2025-09-23 06:00:06,20.53,49,0,0.86,Clear
2025-09-23 12:00:01,23.77,54,0,2.62,Clear
2025-09-23 18:00:06,18.66,69,0,2.64,Clear
2025-09-24 00:00:01,17.16,58,0,2.51,Clear
2025-09-24 06:00:06,20.82,53,0,1.67,Clear
2025-09-24 12:00:01,24.31,50,0,2.26,Clear
2025-09-24 18:00:09,18.29,70,0,2.26,Clear
2025-09-25,16.54,71,0,2.08,Clear
2025-09-25 06:00:07,20.03,62,0,1.57,Clear
2025-09-25 12:00:03,22.28,71,0,1.99,Clear
2025-09-25 18:00:01,17.74,88,0,1.43,Clear
2025-09-26 00:00:07,16.29,87,0,2.53,Clouds
2025-09-26 06:00:02,19.82,66,0,2.52,Clouds
2025-09-26 12:00:08,21.03,71,0.35,2.34,Rain
2025-09-26 18:00:03,15.99,87,0.14,2.59,Rain
2025-09-27 00:00:10,14.99,91,0.67,3.45,Rain
2025-09-27 06:00:06,16.21,87,0.56,1.47,Rain
2025-09-27 12:00:01,17.9,72,0.11,1.37,Rain
2025-09-27 18:00:09,16.34,76,0,0.56,Clouds
2025-09-28 00:00:05,15.74,80,0,0.98,Clouds
2025-09-28 06:00:01,16.27,80,0,1.56,Clouds
2025-09-28 12:00:08,19.96,66,0,1.86,Clouds
2025-09-28 18:00:04,16.97,72,0,2.25,Clouds
2025-09-29 00:00:09,17.85,41,0,2.79,Clouds
2025-09-29 06:00:06,19.58,57,0,2.18,Clouds
2025-09-29 12:00:01,21.7,65,0,2.78,Clouds
2025-09-29 18:00:00,18.03,83,0,2.58,Clouds
2025-09-30 00:00:09,16.54,92,1.59,2.34,Rain
2025-09-30 06:00:07,16.6,94,1.95,1.09,Rain
2025-09-30 12:00:04,17.87,89,0.5,1.49,Rain
2025-09-30 18:00:01,16.09,89,0,2.71,Clouds
2025-10-01 00:00:06,15.09,90,0,1.66,Clouds
2025-10-01 06:00:00,17.52,76,0,0.19,Clouds
2025-10-01 12:00:07,19.6,70,0,2.67,Clear
2025-10-01 18:00:05,15.53,86,0,1.42,Clear
2025-10-02 00:00:02,14.66,84,0,1.65,Clouds
2025-10-02 06:00:09,17.93,75,0,0.47,Clouds
2025-10-02 12:00:00,20.39,70,0,0.76,Clouds
2025-10-02 18:00:06,16.97,80,0,2.52,Clear
2025-10-03 00:00:01,15.47,72,0,1.68,Clear
2025-10-03 06:00:09,18.93,61,0,0.47,Clear
2025-10-03 12:00:06,22.35,60,0,0.72,Clear
2025-10-03 18:00:04,19.1,71,0,1.8,Clear
2025-10-04 00:00:09,18.1,53,0,1.5,Clear
2025-10-04 06:00:00,22.65,53,0,1.28,Clear
2025-10-04 12:00:06,26.71,50,0,0.4,Clear
2025-10-04 18:00:03,21.14,59,0,3.25,Clear
2025-10-05 00:00:01,19.43,55,0,3.01,Clear
2025-10-05 06:00:02,20.83,66,0,6.12,Clear
2025-10-05 12:00:09,21.77,78,0,2.93,Clouds
2025-10-05 18:00:06,18.67,92,0.18,3.34,Rain
2025-10-06 00:00:01,19.43,55,0,3.01,Clear
2025-10-06 06:00:02,20.83,66,0,6.12,Clear
2025-10-06 12:00:08,21.85,73,0,3.22,Clear
2025-10-06 18:00:05,18.12,84,0,0.79,Clear
2025-10-07 00:00:02,17.08,74,0,1.55,Clear
2025-10-07 06:00:09,20.81,59,0,0.94,Clear
2025-10-07 12:00:05,23.84,64,0,2.53,Clear
2025-10-07 18:00:04,20.43,59,0,3.32,Clear
2025-10-08 00:00:01,19.03,53,0,2.36,Clear
2025-10-08 06:00:08,23.68,52,0,0.81,Clear
2025-10-08 12:00:06,26.31,49,0,1.72,Clear
2025-10-08 18:00:01,20.69,61,0,2.53,Clear
2025-10-09 00:00:06,18.88,71,0,0.84,Clouds
2025-10-09 06:00:01,20.14,68,0.12,1.66,Rain
2025-10-09 12:00:07,19.25,81,0.84,7.33,Rain
2025-10-09 18:00:05,17.61,82,0,0.22,Clouds
2025-10-10,15.65,90,1.65,0.74,Rain
2025-10-10 06:00:09,15.64,82,0.51,0.28,Rain
2025-10-10 12:00:07,16.51,80,0.17,1.91,Rain
2025-10-10 18:00:05,14.91,91,1.49,1.02,Rain
2025-10-11,14.25,86,0.57,1.94,Rain
2025-10-11 06:00:06,13.83,86,0.19,3.2,Rain
2025-10-11 12:00:00,17.32,68,0.13,3.86,Rain
2025-10-11 18:00:10,13.62,76,0,2.68,Clouds
2025-10-12 00:00:05,14.43,59,0,2.28,Clouds
2025-10-12 06:00:10,16.22,66,0.11,0.8,Rain
2025-10-12 12:00:06,15.55,82,0,4.18,Clouds
2025-10-12 18:00:06,13.14,93,1.86,1.22,Rain
2025-10-13 00:00:03,12.93,88,0.14,1.77,Rain
2025-10-13 06:00:02,14.53,82,0,1.19,Clouds
2025-10-13 12:00:08,16.54,68,0.27,1.04,Rain
2025-10-13 18:00:04,12.13,83,0,2.5,Clear
2025-10-14 00:00:09,11.01,79,0,2.76,Clouds
2025-10-14 06:00:04,14.7,61,0,0.97,Clouds
2025-10-14 12:00:01,17.36,57,0,1.88,Clouds
2025-10-14 18:00:01,15,68,0,1.81,Clouds
2025-10-15 00:00:07,13.63,61,0,1.87,Clouds
2025-10-15 06:00:01,16.07,57,0,1.53,Clouds
2025-10-15 12:00:08,18.33,67,0,2.14,Clouds
2025-10-15 18:00:05,13.84,81,0,1.95,Clear
2025-10-16 00:00:02,13.2,75,0,2.41,Clouds
2025-10-16 06:00:09,15.25,74,0,1.03,Clouds
2025-10-16 12:00:05,17.58,61,0,2.07,Clouds
2025-10-16 18:00:05,13.79,74,0,1.9,Clouds
2025-10-17 00:00:06,13.33,70,0,1.68,Clouds
2025-10-17 06:00:05,15.51,59,0,0.8,Clear
2025-10-17 12:00:05,18.02,61,0,2.57,Clear
2025-10-17 18:00:00,14.03,70,0,2.19,Clear
2025-10-18 00:00:05,12.67,56,0,2.18,Clouds
2025-10-18 06:00:00,17.09,52,0,0.41,Clouds
2025-10-18 12:00:06,20.77,50,0,1.79,Clouds
2025-10-18 18:00:04,15.96,56,0,2.77,Clouds
2025-10-19 00:00:09,14.95,42,0,2.02,Clouds
2025-10-19 06:00:05,16.64,51,0,2.55,Clouds
2025-10-19 12:00:00,18.35,61,0,0.44,Clouds
2025-10-19 18:00:04,14.42,76,0,1.83,Clouds
2025-10-20 00:00:09,13.04,95,5.74,2.91,Rain
2025-10-20 06:00:04,14.44,84,0,1.96,Clouds
2025-10-20 12:00:09,13.91,83,0.47,4.99,Rain
2025-10-20 18:00:05,11.81,81,0,0.99,Clouds
2025-10-21 00:00:01,10.24,83,0,1.85,Clouds
2025-10-21 06:00:09,12.45,74,0,0.66,Clouds
2025-10-21 12:00:06,15.92,56,0,2.94,Clouds
2025-10-21 18:00:03,11.15,71,0,2.33,Clear
2025-10-22,9.55,56,0,2.7,Clear
2025-10-22 06:00:00,14.23,44,0,1.83,Clear
2025-10-22 12:00:08,20.77,41,0,0.6,Clouds
2025-10-22 18:00:02,14.62,41,0,3.27,Clouds
2025-10-23 00:00:01,14.33,59,0,4.28,Clouds
2025-10-23 06:00:00,15.77,62,0,3.89,Clouds
2025-10-23 12:00:05,17.06,74,0,2.92,Clouds
2025-10-23 18:00:04,15.95,77,0,3.04,Clouds
2025-10-24,16.1,70,0,3.74,Clouds
2025-10-24 06:00:07,16.65,73,0,3.43,Clouds
2025-10-24 12:00:02,17.8,78,0,3.22,Clouds
2025-10-24 18:00:01,16.45,76,0,1.88,Clouds
2025-10-25 00:00:08,16.38,74,0,2.53,Clouds
2025-10-25 06:00:05,18.18,74,0.12,1.59,Rain
2025-10-25 12:00:01,17.54,85,0.17,3.82,Rain
2025-10-25 18:00:03,16.22,90,0.65,2.92,Rain
2025-10-26,15.98,86,0.1,2.46,Rain
2025-10-26 06:00:08,15.25,96,5.14,1.39,Rain
2025-10-26 12:00:06,16.27,77,0,1.92,Clouds
2025-10-26 18:00:05,13.21,90,0,1.97,Clouds
2025-10-27 00:00:11,11.63,67,0,3.06,Clouds
2025-10-27 06:00:04,16.15,51,0,1.76,Clouds
2025-10-27 12:00:09,19.5,60,0,2.76,Clouds
2025-10-27 18:00:05,17.74,64,0,3.32,Clouds
2025-10-28 00:00:01,17.59,70,0.12,1.92,Rain
2025-10-28 06:00:09,17.65,89,0.75,2.3,Rain
2025-10-28 12:00:05,19.5,87,0,2.01,Clouds
2025-10-28 18:00:05,17.74,64,0,3.32,Clouds
2025-10-29 00:00:01,17.59,70,0.12,1.92,Rain
2025-10-29 06:00:09,17.65,89,0.75,2.3,Rain
2025-10-29 12:00:09,15.39,75,0.12,4.62,Rain
2025-10-29 18:00:08,11.81,85,0,1.52,Clouds
2025-10-30 00:00:05,10.61,78,0,1.88,Clouds
2025-10-30 06:00:03,12.91,66,0,1.49,Clouds
2025-10-30 12:00:01,15.59,55,0,1.1,Clouds
2025-10-31 16:42:48,13.72,59,0,2.03,Clouds
2025-10-31 18:00:02,12.97,58,0,2.59,Clouds
2025-09-01,15.12,28,0,0.7,Clear
2025-09-01 06:00:07,23.8,15,0,0.74,Clear
2025-09-01 12:00:03,29.55,9,0,1.06,Clear
2025-09-01 18:00:03,21,37,0,2.22,Clear
2025-09-02 00:00:01,17.77,36,0,1.23,Clear
2025-09-02 06:00:07,24.36,31,0,0.48,Clear
2025-09-02 12:00:02,30.1,13,0,3,Clear
2025-09-02 18:00:01,20.19,71,0,2.25,Clear
2025-09-03 00:00:08,18.45,69,0,0.6,Clear
2025-09-03 06:00:07,24.22,45,0,1.63,Clear
2025-09-03 12:00:05,25.21,49,0,7.39,Clear
2025-09-03 18:00:02,20,73,0,2.89,Clouds
2025-09-04 00:00:08,17.87,80,0,1.47,Clear
2025-09-04 06:00:03,23.21,48,0,1.63,Clouds
2025-09-04 12:00:01,28.2,27,0,4.22,Clear
2025-09-04 18:00:04,22.05,54,0,1.97,Clear
2025-09-05 00:00:09,19,70,0,0.87,Clear
2025-09-05 06:00:05,24.58,44,0,1.3,Clear
2025-09-05 12:00:01,28.4,31,0,4.49,Clear
2025-09-05 18:00:10,23.08,47,0,1.3,Clouds
2025-09-06 00:00:07,19.65,31,0,0.91,Clear
2025-09-06 06:00:03,25.07,19,0,1,Clear
2025-09-06 12:00:00,29.18,14,0,1.73,Clear
2025-09-06 18:00:09,22.44,25,0,1.89,Clear
2025-09-07 00:00:07,17.87,19,0,0.83,Clear
2025-09-07 06:00:05,25.14,14,0,1.06,Clear
2025-09-07 12:00:03,29.77,9,0,3.18,Clear
2025-09-07 18:00:06,21.6,28,0,2.35,Clear
2025-09-08 00:00:01,16.79,15,0,0.56,Clear
2025-09-08 06:00:07,24.46,9,0,1.02,Clear
2025-09-08 12:00:03,29.33,5,0,3.27,Clear
2025-09-08 18:00:00,21.58,36,0,1.84,Clear
2025-09-09 00:00:07,17.75,26,0,1.06,Clear
2025-09-09 06:00:03,24.73,11,0,0.75,Clear
2025-09-09 12:00:00,29.61,7,0,0.85,Clear
2025-09-09 18:00:04,22.27,36,0,1.76,Clear
2025-09-10 00:00:07,18.55,38,0,0.86,Clear
2025-09-10 06:00:06,25.41,15,0,0.51,Clear
2025-09-10 12:00:08,30.12,10,0,2.4,Clear
2025-09-10 18:00:03,21.69,17,0,1.64,Clear
2025-09-11 00:00:09,16.87,23,0,0.16,Clear
2025-09-11 06:00:05,25.63,12,0,0.33,Clear
2025-09-11 12:00:02,30.88,7,0,3.13,Clear
2025-09-11 18:00:00,21.71,52,0,1.85,Clear
2025-09-12 00:00:06,18.51,67,0,0.18,Clear
2025-09-12 06:00:03,26.48,29,0,1.13,Clear
2025-09-12 12:00:09,29.03,33,0,6.29,Clear
2025-09-12 18:00:04,22.58,62,0,1.36,Clear
2025-09-13 00:00:10,19.76,75,0,0.52,Clear
2025-09-13 06:00:05,25.61,47,0,1.54,Clear
2025-09-13 12:00:00,30.8,21,0,2.83,Clear
2025-09-13 18:00:07,22.89,24,0,1.87,Clear
2025-09-14 00:00:03,18.51,23,0,0.7,Clear
2025-09-14 06:00:09,25.22,15,0,1,Clear
2025-09-14 12:00:06,30.07,10,0,3.02,Clear
2025-09-14 18:00:01,20.46,23,0,1.48,Clear
2025-09-15 00:00:06,16.92,26,0,0.44,Clear
2025-09-15 06:00:01,24.68,17,0,1.12,Clear
2025-09-15 12:00:09,28.35,14,0,7.83,Clear
2025-09-15 18:00:10,18.62,33,0,1.01,Clear
2025-09-16 00:00:01,14.43,42,0,0.85,Clear
2025-09-16 06:00:01,21.74,23,0,1.02,Clear
2025-09-16 12:00:08,26.94,15,0,5.34,Clear
2025-09-16 18:00:46,16.63,41,0,0.95,Clear
2025-09-17,14.65,43,0,0.4,Clear
2025-09-17 06:00:06,23.72,20,0,0.67,Clear
2025-09-17 12:00:03,29.12,11,0,2.91,Clear
2025-09-17 18:00:01,20.74,51,0,2.34,Clear
2025-09-18 00:00:09,17.29,34,0,0.43,Clear
2025-09-18 06:00:05,23.06,22,0,1.28,Clear
2025-09-18 12:00:01,27.8,13,0,4.7,Clear
2025-09-18 18:00:09,18.2,27,0,1.65,Clear
2025-09-19 00:00:05,15.19,34,0,0.35,Clear
2025-09-19 06:00:00,22.7,20,0,0.86,Clear
2025-09-19 12:00:08,27.62,11,0,2.36,Clear
2025-09-19 18:00:01,20.28,53,0,1.6,Clear
2025-09-20 00:00:07,16.94,69,0,0.36,Clear
2025-09-20 06:00:02,23.64,38,0,0.46,Clear
2025-09-20 12:00:08,28.6,12,0,3.72,Clear
2025-09-20 18:00:03,20.2,61,0,1.2,Clear
2025-09-21 00:00:09,17.72,65,0,1.9,Clear
2025-09-21 06:00:07,25.16,27,0,0.62,Clear
2025-09-21 12:00:03,29.5,11,0,0.31,Clear
2025-09-21 18:00:02,21.04,15,0,1.61,Clear
2025-09-22 00:00:07,16.74,22,0,0.15,Clear
2025-09-22 06:00:01,25.39,11,0,0.16,Clear
2025-09-22 12:00:09,29.83,7,0,3.44,Clear
2025-09-22 18:00:06,18.45,32,0,1.39,Clear
2025-09-23 00:00:09,15.04,39,0,1.29,Clear
2025-09-23 06:00:06,21.78,24,0,1.55,Clear
2025-09-23 12:00:02,23.64,20,0,6.36,Clear
2025-09-23 18:00:06,14.76,38,0,0.91,Clear
2025-09-24 00:00:01,11.87,43,0,0.23,Clear
2025-09-24 06:00:06,21.08,19,0,0.15,Clear
2025-09-24 12:00:01,26.02,11,0,4.81,Clear
2025-09-24 18:00:09,18.23,21,0,1.04,Clear
2025-09-25,15.07,22,0,0.47,Clear
2025-09-25 06:00:07,23.27,22,0,1.25,Clear
2025-09-25 12:00:03,25.39,27,0,5.57,Clouds
2025-09-25 18:00:01,18.54,54,0,1.18,Clouds
2025-09-26 00:00:07,15.7,64,0,0.58,Clear
2025-09-26 06:00:02,22.42,37,0,0.07,Clear
2025-09-26 12:00:08,27.4,11,0,2.9,Clear
2025-09-26 18:00:03,19.14,41,0,1.28,Clear
2025-09-27 00:00:10,15.46,37,0,0.59,Clear
2025-09-27 06:00:06,24.16,18,0,0.44,Clear
2025-09-27 12:00:01,28.15,11,0,3.55,Clear
2025-09-27 18:00:09,19.49,32,0,1.81,Clear
2025-09-28 00:00:05,15.05,27,0,0.33,Clear
2025-09-28 06:00:01,24.12,13,0,0.86,Clear
2025-09-28 12:00:08,27.35,14,0,6.13,Clear
2025-09-28 18:00:04,17.38,23,0,1.79,Clear
2025-09-29 00:00:09,13.34,26,0,0.2,Clear
2025-09-29 06:00:06,22.38,12,0,0.58,Clear
2025-09-29 12:00:01,25.93,7,0,6.32,Clear
2025-09-29 18:00:00,16.16,20,0,1.3,Clear
2025-09-30 00:00:09,12.28,26,0,0.05,Clear
2025-09-30 06:00:07,21.21,14,0,0.24,Clear
2025-09-30 12:00:04,26.02,8,0,2.62,Clear
2025-09-30 18:00:01,16.69,19,0,1.47,Clear
2025-10-01 00:00:06,12.98,23,0,0.29,Clear
2025-10-01 06:00:00,22.15,13,0,0.91,Clear
2025-10-01 12:00:07,25.93,10,0,2.35,Clear
2025-10-01 18:00:05,16.83,25,0,1.7,Clear
2025-10-02 00:00:02,12.96,29,0,0.06,Clear
2025-10-02 06:00:09,21.25,16,0,1.24,Clear
2025-10-02 12:00:00,22.53,20,0,4.61,Clear
2025-10-02 18:00:06,16.75,43,0,1.46,Clear
2025-10-03 00:00:01,13.59,40,0,0.27,Clear
2025-10-03 06:00:09,22.06,23,0,0.18,Clear
2025-10-03 12:00:06,25.48,14,0,3.59,Clear
2025-10-03 18:00:04,16.23,26,0,1.33,Clear
2025-10-04 00:00:09,12.91,32,0,0.31,Clear
2025-10-04 06:00:00,20.82,17,0,0.19,Clear
2025-10-04 12:00:06,22.88,11,0,7.83,Clouds
2025-10-04 18:00:03,14.28,28,0,1,Clear
2025-10-05 00:00:01,10.65,35,0,1.76,Clear
2025-10-05 06:00:02,16.75,22,0,1.91,Clear
2025-10-05 12:00:09,19.47,17,0,7.04,Clear
2025-10-05 18:00:06,10.81,44,0,4.09,Clouds
2025-10-06 00:00:01,10.65,35,0,1.76,Clear
2025-10-06 06:00:02,16.75,22,0,1.91,Clear
2025-10-06 12:00:08,15.88,27,0,4.38,Clouds
2025-10-06 18:00:05,10.65,35,0,1.41,Clear
2025-10-07 00:00:02,7.69,43,0,0.66,Clear
2025-10-07 06:00:09,14.24,25,0,0.37,Clear
2025-10-07 12:00:06,18.54,13,0,1.18,Clear
2025-10-07 18:00:04,12.43,46,0,1.7,Clear
2025-10-08 00:00:01,9.32,62,0,0.96,Clear
2025-10-08 06:00:09,14.96,31,0,0.74,Clear
2025-10-08 12:00:06,18.74,19,0,3.03,Clear
2025-10-08 18:00:01,12.62,46,0,1.09,Clear
2025-10-09 00:00:06,9.52,60,0,0.34,Clear
2025-10-09 06:00:01,16.68,34,0,1.11,Clear
2025-10-09 12:00:07,19.19,28,0,4.43,Clear
2025-10-09 18:00:05,14.07,46,0,1.14,Clear
2025-10-10,11.27,52,0,1.12,Clear
2025-10-10 06:00:09,17.19,32,0,1.18,Clear
2025-10-10 12:00:07,20.99,17,0,1.68,Clear
2025-10-10 18:00:05,14.07,53,0,1.77,Clear
2025-10-11,11.15,62,0,0.49,Clear
2025-10-11 06:00:06,16.64,44,0,0.6,Clear
2025-10-11 12:00:00,20.66,25,0,1.44,Clear
2025-10-11 18:00:10,15.04,45,0,0.99,Clear
2025-10-12 00:00:05,12.44,54,0,1.33,Clear
2025-10-12 06:00:10,19.13,28,0,0.78,Clear
2025-10-12 12:00:07,23.07,13,0,1.02,Clear
2025-10-12 18:00:07,15.07,30,0,1.4,Clear
2025-10-13 00:00:03,10.85,21,0,0.24,Clear
2025-10-13 06:00:02,20.7,11,0,1,Clear
2025-10-13 12:00:08,24.13,10,0,0.91,Clear
2025-10-13 18:00:05,15.78,20,0,1.74,Clear
2025-10-14 00:00:09,12.16,25,0,0.75,Clear
2025-10-14 06:00:04,21.63,9,0,1.03,Clear
2025-10-14 12:00:01,24.97,8,0,2.02,Clear
2025-10-14 18:00:01,15.06,39,0,1.39,Clear
2025-10-15 00:00:07,11.17,40,0,0.51,Clear
2025-10-15 06:00:01,19.19,13,0,1.06,Clear
2025-10-15 12:00:08,22.9,10,0,0.88,Clear
2025-10-15 18:00:05,14.5,38,0,1.33,Clear
2025-10-16 00:00:02,11.28,30,0,0.59,Clear
2025-10-16 06:00:09,19.03,12,0,0.15,Clear
2025-10-16 12:00:06,22.45,11,0,1.93,Clear
2025-10-16 18:00:05,14.44,30,0,1.44,Clear
2025-10-17 00:00:06,10.86,37,0,0.8,Clear
2025-10-17 06:00:05,20.21,15,0,0.29,Clear
2025-10-17 12:00:05,22.71,12,0,1.39,Clear
2025-10-17 18:00:00,14.67,19,0,1.57,Clear
2025-10-18 00:00:06,10.75,20,0,0.22,Clear
2025-10-18 06:00:00,18.62,11,0,0.32,Clear
2025-10-18 12:00:07,21.73,12,0,2.75,Clouds
2025-10-18 18:00:04,14.82,27,0,1.35,Clouds
2025-10-19 00:00:09,11.94,32,0,0.36,Clouds
2025-10-19 06:00:05,18.22,31,0,0.59,Clouds
2025-10-19 12:00:00,20.52,30,0,3.81,Clouds
2025-10-19 18:00:04,14.47,53,0,1.19,Clear
2025-10-20 00:00:09,11.62,61,0,0.34,Clear
2025-10-20 06:00:04,17.09,44,0,0.55,Clear
2025-10-20 12:00:09,18.98,33,0,5.31,Clouds
2025-10-20 18:00:05,13.11,56,0,0.65,Clear
2025-10-21 00:00:01,9.91,71,0,0.44,Clear
2025-10-21 06:00:09,15.98,45,0,0.74,Clear
2025-10-21 12:00:06,19.56,24,0,2.75,Clear
2025-10-21 18:00:03,14.98,38,0,0.6,Clouds
2025-10-22,12.33,43,0,1.61,Clouds
2025-10-22 06:00:00,17.95,29,0,1.16,Clear
2025-10-22 12:00:08,20.67,17,0,1.13,Clear
2025-10-22 18:00:02,13.84,26,0,1.06,Clear
2025-10-23 00:00:01,10.29,32,0,0.16,Clear
2025-10-23 06:00:01,17.31,17,0,0.25,Clear
2025-10-23 12:00:05,19.88,14,0,0.63,Clear
2025-10-23 18:00:04,13.53,22,0,1.31,Clear
2025-10-24,10.13,29,0,0.32,Clear
2025-10-24 06:00:07,17.53,17,0,0.3,Clear
2025-10-24 12:00:03,19.76,13,0,0.63,Clear
2025-10-24 18:00:01,12.81,24,0,0.95,Clear
2025-10-25 00:00:08,9.79,29,0,0.26,Clear
2025-10-25 06:00:05,17.77,16,0,0.16,Clear
2025-10-25 12:00:01,19.91,13,0,2.21,Clear
2025-10-25 18:00:03,13.64,27,0,1.34,Clouds
2025-10-26,10.6,37,0,0.2,Clear
2025-10-26 06:00:08,16.99,23,0,0.56,Clear
2025-10-26 12:00:06,19.1,20,0,3.02,Clouds
2025-10-26 18:00:05,13.46,39,0,0.29,Clouds
2025-10-27 00:00:11,10.17,47,0,0.64,Clear
2025-10-27 06:00:04,16.91,28,0,0.23,Clear
2025-10-27 12:00:09,19.43,20,0,2.74,Clear
2025-10-27 18:00:05,13.42,45,0,1.48,Clouds
2025-10-28 00:00:01,10.46,54,0,0.62,Clouds
2025-10-28 06:00:09,17.42,30,0,0.51,Clear
2025-10-28 12:00:05,19.63,19,0,0.5,Clear
2025-10-28 18:00:05,13.42,45,0,1.48,Clouds
2025-10-29 00:00:01,10.46,54,0,0.62,Clouds
2025-10-29 06:00:09,17.42,30,0,0.51,Clear
2025-10-29 12:00:09,19.43,15,0,0.48,Clear
